Period,Site,Corallivore Density,Corallivore Density_N,Corallivore Density_SD,Corallivore Density_SE,Corallivore Density_CI_low,Corallivore Density_CI_high,Corallivore Density_EB_low,Corallivore Density_EB_high,Detritivore Density,Detritivore Density_N,Detritivore Density_SD,Detritivore Density_SE,Detritivore Density_CI_low,Detritivore Density_CI_high,Detritivore Density_EB_low,Detritivore Density_EB_high,Omnivore Density,Omnivore Density_N,Omnivore Density_SD,Omnivore Density_SE,Omnivore Density_CI_low,Omnivore Density_CI_high,Omnivore Density_EB_low,Omnivore Density_EB_high,Carnivore Density,Carnivore Density_N,Carnivore Density_SD,Carnivore Density_SE,Carnivore Density_CI_low,Carnivore Density_CI_high,Carnivore Density_EB_low,Carnivore Density_EB_high,Herbivore Density,Herbivore Density_N,Herbivore Density_SD,Herbivore Density_SE,Herbivore Density_CI_low,Herbivore Density_CI_high,Herbivore Density_EB_low,Herbivore Density_EB_high,Total Density,Total Density_N,Total Density_SD,Total Density_SE,Total Density_CI_low,Total Density_CI_high,Total Density_EB_low,Total Density_EB_high,Total Biomass Density,Total Biomass Density_N,Total Biomass Density_SD,Total Biomass Density_SE,Total Biomass Density_CI_low,Total Biomass Density_CI_high,Total Biomass Density_EB_low,Total Biomass Density_EB_high,Commercial Density,Commercial Density_N,Commercial Density_SD,Commercial Density_SE,Commercial Density_CI_low,Commercial Density_CI_high,Commercial Density_EB_low,Commercial Density_EB_high,Commercial Biomass Density,Commercial Biomass Density_N,Commercial Biomass Density_SD,Commercial Biomass Density_SE,Commercial Biomass Density_CI_low,Commercial Biomass Density_CI_high,Commercial Biomass Density_EB_low,Commercial Biomass Density_EB_high,Species Richness,Number of Surveys,Average Species Richness,Species Richness Shallow,Number of Surveys Shallow,Average Species Richness Shallow,Species Richness Medium,Number of Surveys Medium,Average Species Richness Medium,Species Richness Deep,Number of Surveys Deep,Average Species Richness Deep
Autumn/Winter 23/24,Maluay Malatapay MPA,11.04,27,10.26,1.98,6.98,15.1,9.06,13.01,19.81,27,11.74,2.26,15.17,24.46,17.56,22.07,15.26,27,12.84,2.47,10.18,20.34,12.79,17.73,134.63,27,133.24,25.64,81.92,187.34,108.99,160.27,353.48,27,234.8,45.19,260.6,446.36,308.29,398.67,534.22,27,283.61,54.58,422.03,646.42,479.64,588.8,10.35,27,8.49,1.63,6.99,13.71,8.71,11.98,75.22,27,56.75,10.92,52.77,97.67,64.3,86.14,5.65,27,6.61,1.27,3.03,8.26,4.37,6.92,38,27,1.41,27.0,7.0,3.86,34.0,11.0,3.09,29.0,9.0,3.22
Autumn/Winter 23/24,Kookoos,10.1,31,4.51,0.81,8.44,11.75,9.29,10.91,12.23,31,6.23,1.12,9.94,14.51,11.11,13.35,8.16,31,5.18,0.93,6.26,10.06,7.23,9.09,54.35,31,45.98,8.26,37.49,71.22,46.1,62.61,477.1,31,222.04,39.88,395.65,558.54,437.22,516.98,561.94,31,218.81,39.3,481.68,642.19,522.64,601.23,11.19,31,20.05,3.6,3.83,18.54,7.59,14.79,62.87,31,75.77,13.61,35.08,90.66,49.26,76.48,6.84,31,20.14,3.62,0.0,14.23,3.23,10.46,37,31,1.19,24.0,10.0,2.4,28.0,11.0,2.55,31.0,10.0,3.1
Spring/Summer 24,Santa Catalina Manalongon,4.5,2,6.36,4.5,0.0,61.68,0.0,9.0,30.5,2,21.92,15.5,0.0,227.45,15.0,46.0,8.0,2,7.07,5.0,0.0,71.53,3.0,13.0,85.5,2,62.93,44.5,0.0,650.93,41.0,130.0,150.5,2,48.79,34.5,0.0,588.86,116.0,185.0,279.0,2,147.08,104.0,0.0,1600.45,175.0,383.0,5.46,2,1.4,0.99,0.0,18.05,4.47,6.45,48.5,2,44.55,31.5,0.0,448.75,17.0,80.0,2.47,2,1.84,1.3,0.0,19.05,1.17,3.78,21,2,10.5,21.0,2.0,10.5,,,,,,
Spring/Summer 24,Santa Catalina Cawitan,45.0,1,,,,,,,42.0,1,,,,,,,22.0,1,,,,,,,634.0,1,,,,,,,670.0,1,,,,,,,1413.0,1,,,,,,,55.3,1,,,,,,,934.0,1,,,,,,,43.0,1,,,,,,,24,1,24.0,24.0,1.0,24.0,,,,,,
Spring/Summer 24,Salag MPA,12.88,26,5.78,1.13,10.55,15.22,11.75,14.02,13.35,26,4.97,0.97,11.34,15.35,12.37,14.32,5.04,26,4.43,0.87,3.25,6.83,4.17,5.91,76.96,26,47.3,9.28,57.86,96.07,67.68,86.24,535.38,26,325.38,63.81,403.96,666.81,471.57,599.2,643.62,26,342.61,67.19,505.23,782.0,576.42,710.81,18.09,26,19.64,3.85,10.16,26.02,14.24,21.94,96.58,26,87.88,17.23,61.08,132.07,79.34,113.81,12.58,26,18.3,3.59,5.19,19.97,8.99,16.17,39,26,1.5,29.0,7.0,4.14,37.0,10.0,3.7,33.0,9.0,3.67
Spring/Summer 24,Maluay Malatapay MPA,10.05,20,7.61,1.7,6.49,13.61,8.35,11.75,14.65,20,7.1,1.59,11.33,17.97,13.06,16.24,14.35,20,7.04,1.57,11.05,17.65,12.78,15.92,107.8,20,107.4,24.02,57.54,158.06,83.78,131.82,403.35,20,292.16,65.33,266.61,540.09,338.02,468.68,550.2,20,336.51,75.25,392.71,707.69,474.95,625.45,13.79,20,14.62,3.27,6.95,20.64,10.52,17.06,94.45,20,157.4,35.2,20.78,168.12,59.25,129.65,6.68,20,13.61,3.04,0.3,13.05,3.63,9.72,39,20,1.95,29.0,4.0,7.25,32.0,9.0,3.56,30.0,7.0,4.29
Spring/Summer 24,Lutoban South MPA,9.41,22,6.4,1.36,6.57,12.25,8.05,10.77,11.59,22,8.45,1.8,7.84,15.34,9.79,13.39,10.27,22,5.64,1.2,7.77,12.77,9.07,11.48,82.27,22,66.14,14.1,52.95,111.6,68.17,96.37,443.45,22,234.02,49.89,339.7,547.21,393.56,493.35,557.0,22,247.98,52.87,447.05,666.95,504.13,609.87,9.72,22,5.36,1.14,7.34,12.1,8.57,10.86,61.18,22,72.3,15.41,29.13,93.24,45.77,76.6,3.95,22,3.38,0.72,2.45,5.45,3.23,4.67,37,22,1.68,26.0,6.0,4.33,28.0,8.0,3.5,28.0,8.0,3.5
Spring/Summer 24,Lutoban Pier,14.75,20,6.81,1.52,11.56,17.94,13.23,16.27,12.7,20,10.61,2.37,7.73,17.67,10.33,15.07,10.05,20,6.57,1.47,6.97,13.13,8.58,11.52,155.6,20,141.73,31.69,89.27,221.93,123.91,187.29,645.1,20,345.75,77.31,483.28,806.92,567.79,722.41,838.2,20,424.16,94.84,639.69,1036.71,743.36,933.04,20.75,20,23.06,5.16,9.96,31.54,15.59,25.91,165.4,20,190.96,42.7,76.03,254.77,122.7,208.1,10.36,20,13.28,2.97,4.14,16.57,7.39,13.33,35,20,1.75,28.0,9.0,3.11,28.0,6.0,4.67,31.0,5.0,6.2
Spring/Summer 24,Latason MPA,12.73,11,7.77,2.34,7.51,17.95,10.38,15.07,16.82,11,14.18,4.27,7.29,26.34,12.54,21.09,11.91,11,6.41,1.93,7.6,16.22,9.98,13.84,65.91,11,34.27,10.33,42.89,88.93,55.58,76.24,524.18,11,497.56,150.02,189.92,858.45,374.16,674.2,631.55,11,489.17,147.49,302.92,960.17,484.05,779.04,18.27,11,26.79,8.08,0.27,36.27,10.19,26.35,160.55,11,414.41,124.95,0.0,438.95,35.6,285.49,9.9,11,25.88,7.8,0.0,27.29,2.1,17.7,34,11,3.09,27.0,5.0,5.4,31.0,6.0,5.17,,,
Spring/Summer 24,Kookoos,11.78,27,5.9,1.14,9.44,14.11,10.64,12.91,10.89,27,5.91,1.14,8.55,13.23,9.75,12.03,6.7,27,3.34,0.64,5.38,8.02,6.06,7.35,120.89,27,89.24,17.17,85.59,156.19,103.72,138.06,525.3,27,370.8,71.36,378.61,671.98,453.94,596.66,675.56,27,388.51,74.77,521.87,829.24,600.79,750.32,14.23,27,15.68,3.02,8.03,20.43,11.21,17.24,82.37,27,105.69,20.34,40.56,124.18,62.03,102.71,6.64,27,10.6,2.04,2.45,10.83,4.6,8.68,40,27,1.48,23.0,8.0,2.88,33.0,9.0,3.67,31.0,10.0,3.1
Spring/Summer 24,Guinsuan MPA,10.53,15,5.63,1.45,7.42,13.65,9.08,11.99,27.6,15,17.83,4.6,17.73,37.47,23.0,32.2,7.67,15,7.06,1.82,3.76,11.58,5.84,9.49,96.6,15,46.79,12.08,70.69,122.51,84.52,108.68,532.73,15,254.48,65.71,391.81,673.66,467.03,598.44,675.13,15,283.17,73.12,518.32,831.95,602.02,748.25,8.81,15,4.18,1.08,6.49,11.13,7.73,9.89,87.53,15,70.85,18.29,48.3,126.77,69.24,105.83,3.65,15,2.86,0.74,2.07,5.24,2.91,4.39,35,15,2.33,25.0,6.0,4.17,33.0,6.0,5.5,29.0,3.0,9.67
Spring/Summer 24,Dalakit MPA,13.83,6,4.75,1.94,8.85,18.82,11.89,15.77,19.83,6,7.44,3.04,12.02,27.64,16.8,22.87,7.83,6,5.15,2.1,2.42,13.24,5.73,9.94,122.17,6,127.93,52.23,0.0,256.42,69.94,174.39,234.83,6,111.64,45.58,117.67,351.99,189.26,280.41,398.5,6,191.3,78.1,197.74,599.26,320.4,476.6,12.3,6,7.88,3.22,4.03,20.57,9.08,15.52,57.33,6,32.56,13.29,23.17,91.5,44.04,70.62,7.92,6,5.07,2.07,2.6,13.24,5.85,9.99,29,6,4.83,29.0,6.0,4.83,,,,,,
Spring/Summer 24,Andulay MPA,14.85,20,10.49,2.35,9.94,19.76,12.5,17.2,17.25,20,8.16,1.83,13.43,21.07,15.42,19.08,18.0,20,9.21,2.06,13.69,22.31,15.94,20.06,166.85,20,100.82,22.54,119.66,214.04,144.31,189.39,842.3,20,465.02,103.98,624.67,1059.93,738.32,946.28,1059.25,20,515.97,115.37,817.77,1300.73,943.88,1174.62,19.12,20,15.36,3.43,11.93,26.31,15.68,22.55,145.2,20,178.83,39.99,61.5,228.9,105.21,185.19,9.26,20,11.14,2.49,4.05,14.47,6.77,11.75,39,20,1.95,30.0,4.0,7.5,32.0,5.0,6.4,33.0,11.0,3.0
Spring/Summer 24,Antulang,12.25,24,6.09,1.24,9.68,14.82,11.01,13.49,14.29,24,4.69,0.96,12.31,16.27,13.34,15.25,19.5,24,10.75,2.2,14.96,24.04,17.3,21.7,92.17,24,66.45,13.56,64.11,120.23,78.6,105.73,555.33,24,294.96,60.21,430.78,679.88,495.13,615.54,693.54,24,345.8,70.59,547.52,839.56,622.95,764.13,9.72,24,9.83,2.01,5.57,13.87,7.71,11.73,56.62,24,74.17,15.14,25.3,87.95,41.48,71.77,3.79,24,7.15,1.46,0.77,6.81,2.33,5.25,37,24,1.54,31.0,8.0,3.88,29.0,8.0,3.62,31.0,8.0,3.88
Spring/Summer 24,Lutoban North MPA,17.5,16,8.0,2.0,13.24,21.76,15.5,19.5,27.12,16,15.09,3.77,19.08,35.17,23.35,30.9,19.38,16,11.89,2.97,13.04,25.71,16.4,22.35,135.44,16,103.26,25.82,80.41,190.46,109.62,161.25,786.31,16,411.63,102.91,566.97,1005.65,683.41,889.22,985.75,16,486.91,121.73,726.3,1245.2,864.02,1107.48,12.57,16,8.32,2.08,8.13,17.0,10.49,14.65,94.81,16,102.74,25.68,40.07,149.56,69.13,120.5,4.67,16,4.69,1.17,2.18,7.17,3.5,5.84,37,16,2.31,34.0,5.0,6.8,31.0,6.0,5.17,27.0,5.0,5.4
Spring/Summer 24,Basak Can-Unsang MPA,22.78,23,12.68,2.64,17.3,28.27,20.14,25.43,35.91,23,35.78,7.46,20.44,51.39,28.45,43.37,10.87,23,7.47,1.56,7.64,14.1,9.31,12.43,109.61,23,63.65,13.27,82.08,137.13,96.34,122.88,628.22,23,311.16,64.88,493.66,762.77,563.34,693.1,807.39,23,385.26,80.33,640.79,973.99,727.06,887.72,35.98,23,34.8,7.26,20.94,51.03,28.73,43.24,222.3,23,203.67,42.47,134.23,310.38,179.84,264.77,25.16,23,32.98,6.88,10.9,39.43,18.29,32.04,42,23,1.83,34.0,7.0,4.86,39.0,10.0,3.9,36.0,6.0,6.0
Autumn/Winter 24/25,Santa Catalina Manalongon,3.0,4,0.82,0.41,1.7,4.3,2.59,3.41,16.5,4,5.32,2.66,8.03,24.97,13.84,19.16,8.0,4,4.76,2.38,0.42,15.58,5.62,10.38,61.0,4,18.28,9.14,31.92,90.08,51.86,70.14,80.5,4,37.46,18.73,20.9,140.1,61.77,99.23,169.0,4,52.29,26.14,85.8,252.2,142.86,195.14,0.69,4,0.19,0.1,0.38,0.99,0.59,0.78,11.5,4,7.05,3.52,0.29,22.71,7.98,15.02,0.16,4,0.13,0.07,0.0,0.37,0.1,0.23,15,4,3.75,15.0,4.0,3.75,,,,,,
Autumn/Winter 24/25,Antulang,13.96,26,6.15,1.21,11.48,16.45,12.75,15.17,13.73,26,8.5,1.67,10.3,17.16,12.06,15.4,21.46,26,14.22,2.79,15.72,27.21,18.67,24.25,67.04,26,52.18,10.23,45.96,88.12,56.8,77.27,650.27,26,317.98,62.36,521.83,778.71,587.91,712.63,766.46,26,347.07,68.07,626.28,906.64,698.4,834.53,16.82,26,15.7,3.08,10.48,23.16,13.75,19.9,67.62,26,92.0,18.04,30.46,104.77,49.57,85.66,7.17,26,15.53,3.04,0.9,13.44,4.12,10.21,35,26,1.35,30.0,9.0,3.33,27.0,8.0,3.38,30.0,9.0,3.33
Autumn/Winter 24/25,Andulay MPA,11.35,31,6.39,1.15,9.01,13.7,10.21,12.5,10.84,31,5.81,1.04,8.71,12.97,9.8,11.88,14.84,31,6.67,1.2,12.39,17.29,13.64,16.04,92.23,31,57.13,10.26,71.27,113.18,81.96,102.49,636.68,31,274.45,49.29,536.01,737.35,587.38,685.97,765.94,31,268.43,48.21,667.47,864.4,717.72,814.15,16.24,31,13.18,2.37,11.41,21.07,13.87,18.61,74.26,31,108.16,19.43,34.58,113.93,54.83,93.68,6.59,31,8.86,1.59,3.34,9.84,5.0,8.18,42,31,1.35,35.0,10.0,3.5,34.0,11.0,3.09,36.0,10.0,3.6
Autumn/Winter 24/25,Santa Catalina Cawitan,11.75,4,2.22,1.11,8.22,15.28,10.64,12.86,17.75,4,2.99,1.49,13.0,22.5,16.26,19.24,7.25,4,3.3,1.65,1.99,12.51,5.6,8.9,50.75,4,33.9,16.95,0.0,104.69,33.8,67.7,322.0,4,467.82,233.91,0.0,1066.41,88.09,555.91,409.5,4,499.05,249.52,0.0,1203.59,159.98,659.02,3.03,4,0.32,0.16,2.53,3.53,2.87,3.19,297.75,4,442.44,221.22,0.0,1001.76,76.53,518.97,1.58,4,0.43,0.22,0.89,2.27,1.37,1.8,22,4,5.5,22.0,4.0,5.5,,,,,,
Autumn/Winter 24/25,Salag MPA,12.18,28,7.09,1.34,9.43,14.93,10.84,13.52,15.93,28,9.86,1.86,12.11,19.75,14.07,17.79,4.29,28,3.78,0.71,2.82,5.75,3.57,5.0,75.04,28,51.43,9.72,55.09,94.98,65.32,84.76,441.11,28,467.85,88.42,259.69,622.52,352.69,529.52,548.54,28,518.34,97.96,347.54,749.53,450.58,646.49,13.45,28,11.67,2.21,8.93,17.98,11.25,15.66,130.14,28,273.4,51.67,24.13,236.16,78.47,181.81,8.16,28,9.43,1.78,4.5,11.81,6.37,9.94,42,28,1.5,26.0,10.0,2.6,35.0,9.0,3.89,32.0,9.0,3.56
Autumn/Winter 24/25,Mojon MPA,7.5,4,3.42,1.71,2.06,12.94,5.79,9.21,11.75,4,5.19,2.59,3.49,20.01,9.16,14.34,18.75,4,7.63,3.82,6.61,30.89,14.93,22.57,174.25,4,134.42,67.21,0.0,388.14,107.04,241.46,475.75,4,82.36,41.18,344.7,606.8,434.57,516.93,688.0,4,75.44,37.72,567.96,808.04,650.28,725.72,21.29,4,5.21,2.6,13.01,29.57,18.69,23.89,152.25,4,163.3,81.65,0.0,412.1,70.6,233.9,8.64,4,7.58,3.79,0.0,20.7,4.86,12.43,28,4,7.0,19.0,2.0,9.5,25.0,2.0,12.5,,,
Autumn/Winter 24/25,Lutoban South MPA,10.7,27,5.6,1.08,8.49,12.92,9.63,11.78,15.59,27,10.05,1.93,11.62,19.57,13.66,17.53,11.56,27,6.62,1.27,8.94,14.17,10.28,12.83,64.37,27,50.1,9.64,44.55,84.19,54.73,74.01,413.56,27,249.03,47.93,315.04,512.07,365.63,461.48,515.78,27,294.63,56.7,399.23,632.33,459.08,572.48,12.48,27,16.73,3.22,5.86,19.09,9.26,15.7,71.59,27,115.55,22.24,25.88,117.3,49.35,93.83,7.16,27,15.27,2.94,1.12,13.2,4.22,10.1,43,27,1.59,29.0,8.0,3.62,39.0,10.0,3.9,28.0,9.0,3.11
Autumn/Winter 24/25,Lutoban Pier,9.11,28,4.65,0.88,7.31,10.91,8.23,9.99,10.07,28,7.22,1.36,7.27,12.87,8.71,11.44,9.82,28,5.91,1.12,7.53,12.11,8.71,10.94,77.93,28,54.36,10.27,56.85,99.01,67.66,88.2,518.79,28,300.15,56.72,402.4,635.17,462.06,575.51,625.71,28,317.31,59.97,502.68,748.75,565.75,685.68,14.86,28,13.8,2.61,9.51,20.21,12.25,17.47,93.75,28,147.38,27.85,36.6,150.9,65.9,121.6,6.99,28,11.04,2.09,2.71,11.27,4.9,9.07,40,28,1.43,27.0,11.0,2.45,35.0,8.0,4.38,32.0,9.0,3.56
Autumn/Winter 24/25,Maluay Malatapay MPA,7.44,32,4.47,0.79,5.83,9.05,6.65,8.23,13.88,32,8.28,1.46,10.89,16.86,12.41,15.34,12.88,32,9.3,1.64,9.52,16.23,11.23,14.52,80.5,32,65.52,11.58,56.88,104.12,68.92,92.08,387.72,32,309.32,54.68,276.2,499.24,333.04,442.4,502.41,32,356.68,63.05,373.81,631.0,439.35,565.46,17.0,32,21.11,3.73,9.39,24.61,13.27,20.73,135.34,32,194.1,34.31,65.36,205.32,101.03,169.66,11.38,32,20.59,3.64,3.96,18.8,7.74,15.02,41,32,1.28,29.0,11.0,2.64,31.0,10.0,3.1,37.0,11.0,3.36
Autumn/Winter 24/25,Latason MPA,10.0,20,6.82,1.53,6.81,13.19,8.47,11.53,11.0,20,8.88,1.99,6.84,15.16,9.01,12.99,10.95,20,7.16,1.6,7.6,14.3,9.35,12.55,29.9,20,38.13,8.53,12.06,47.74,21.37,38.43,387.3,20,223.68,50.02,282.61,491.99,337.28,437.32,449.15,20,262.91,58.79,326.1,572.2,390.36,507.94,7.46,20,7.46,1.67,3.97,10.96,5.8,9.13,66.9,20,124.98,27.95,8.41,125.39,38.95,94.85,3.0,20,6.56,1.47,0.0,6.07,1.54,4.47,32,20,1.6,27.0,9.0,3.0,29.0,11.0,2.64,,,
