Date,Site,Corallivore Density,Detritivore Density,Omnivore Density,Carnivore Density,Herbivore Density,Commercial Biomass,Total Biomass
2017-10-27,Kookoos,39.333333333333336,20.333333333333332,40.0,29.666666666666668,104.33333333333333,37207.23192691297,67059.40436007587
2017-12-27,Kookoos,11.666666666666666,8.666666666666666,12.666666666666666,19.0,96.33333333333333,61563.554594493915,65684.51374536868
2018-01-02,Kookoos,8.333333333333334,11.333333333333334,11.333333333333334,15.666666666666666,55.666666666666664,19176.705462342175,23468.54814521778
2018-01-15,Kookoos,17.0,20.0,15.0,13.0,37.0,604.4102618354209,1292.8155309741508
2018-03-01,Kookoos,12.666666666666666,9.333333333333334,5.333333333333333,8.0,127.66666666666667,28362.021036117578,32867.416220158084
2018-03-07,Kookoos,5.5,12.0,8.0,26.5,18.0,19352.387447478584,21535.984942610645
2018-03-16,Kookoos,6.2,8.4,8.0,8.4,23.8,12484.059765990443,19228.450756645707
2018-05-03,Kookoos,35.0,30.5,18.0,24.5,101.5,9848.698267621297,19786.039995091825
2018-05-04,Kookoos,26.0,28.0,27.0,32.0,45.0,6700.092778749944,10624.125160237985
2018-05-09,Kookoos,13.5,19.75,11.5,25.0,98.25,28138.799973920126,31511.142027513706
2018-08-30,Kookoos,21.666666666666668,23.0,26.0,20.666666666666668,111.66666666666667,34889.047773715276,55652.01559622642
2018-11-14,Kookoos,33.666666666666664,47.333333333333336,37.0,39.666666666666664,439.6666666666667,75277.36014636,89476.68739884275
2018-11-26,Kookoos,32.333333333333336,30.666666666666668,17.666666666666668,16.333333333333332,72.0,12039.209332913413,20972.45105950219
2018-11-30,Kookoos,15.0,15.0,15.0,19.0,60.0,6113.645746718951,10680.592927678972
2018-12-05,Kookoos,25.5,29.5,14.0,18.5,52.0,7375.274255587692,18415.120734845616
2019-01-11,Kookoos,43.0,61.0,26.0,13.0,124.0,5265.437843938454,11479.634724344784
2019-01-14,Kookoos,25.333333333333332,18.0,20.0,13.333333333333334,56.0,8579.29897254566,18772.42976652142
