Period,Site,Corallivore Density,Corallivore Density_N,Corallivore Density_SD,Corallivore Density_SE,Corallivore Density_CI_low,Corallivore Density_CI_high,Corallivore Density_EB_low,Corallivore Density_EB_high,Detritivore Density,Detritivore Density_N,Detritivore Density_SD,Detritivore Density_SE,Detritivore Density_CI_low,Detritivore Density_CI_high,Detritivore Density_EB_low,Detritivore Density_EB_high,Omnivore Density,Omnivore Density_N,Omnivore Density_SD,Omnivore Density_SE,Omnivore Density_CI_low,Omnivore Density_CI_high,Omnivore Density_EB_low,Omnivore Density_EB_high,Carnivore Density,Carnivore Density_N,Carnivore Density_SD,Carnivore Density_SE,Carnivore Density_CI_low,Carnivore Density_CI_high,Carnivore Density_EB_low,Carnivore Density_EB_high,Herbivore Density,Herbivore Density_N,Herbivore Density_SD,Herbivore Density_SE,Herbivore Density_CI_low,Herbivore Density_CI_high,Herbivore Density_EB_low,Herbivore Density_EB_high,Total Density,Total Density_N,Total Density_SD,Total Density_SE,Total Density_CI_low,Total Density_CI_high,Total Density_EB_low,Total Density_EB_high,Total Biomass Density,Total Biomass Density_N,Total Biomass Density_SD,Total Biomass Density_SE,Total Biomass Density_CI_low,Total Biomass Density_CI_high,Total Biomass Density_EB_low,Total Biomass Density_EB_high,Commercial Density,Commercial Density_N,Commercial Density_SD,Commercial Density_SE,Commercial Density_CI_low,Commercial Density_CI_high,Commercial Density_EB_low,Commercial Density_EB_high,Commercial Biomass Density,Commercial Biomass Density_N,Commercial Biomass Density_SD,Commercial Biomass Density_SE,Commercial Biomass Density_CI_low,Commercial Biomass Density_CI_high,Commercial Biomass Density_EB_low,Commercial Biomass Density_EB_high,Species Richness,Number of Surveys,Average Species Richness,Species Richness Shallow,Number of Surveys Shallow,Average Species Richness Shallow,Species Richness Medium,Number of Surveys Medium,Average Species Richness Medium,Species Richness Deep,Number of Surveys Deep,Average Species Richness Deep
Winter 18/19,Andulay MPA,40.83,6,33.84,13.81,5.32,76.34,27.02,54.65,20.83,6,10.11,4.13,10.23,31.44,16.71,24.96,35.5,6,18.52,7.56,16.06,54.94,27.94,43.06,61.17,6,39.94,16.3,19.26,103.08,44.86,77.47,134.33,6,142.19,58.05,0.0,283.55,76.29,192.38,292.67,6,186.36,76.08,97.1,488.24,216.59,368.75,20.56,6,11.23,4.58,8.78,32.34,15.98,25.14,120.5,6,52.93,21.61,64.96,176.04,98.89,142.11,16.79,6,11.23,4.58,5.0,28.57,12.2,21.37,44,6,7.33,29.0,2.0,14.5,26.0,2.0,13.0,31.0,2.0,15.5
Winter 18/19,Antulang,81.0,3,27.87,16.09,11.76,150.24,64.91,97.09,48.33,3,0.58,0.33,46.9,49.77,48.0,48.67,65.67,3,26.31,15.19,0.3,131.03,50.48,80.86,325.33,3,454.38,262.34,0.0,1454.07,63.0,587.67,386.67,3,215.57,124.46,0.0,922.17,262.21,511.13,907.0,3,254.18,146.75,275.57,1538.43,760.25,1053.75,67.66,3,64.09,37.0,0.0,226.86,30.65,104.66,596.67,3,385.38,222.5,0.0,1553.99,374.17,819.16,60.79,3,66.27,38.26,0.0,225.41,22.53,99.05,38,3,12.67,21.0,1.0,21.0,29.0,1.0,29.0,29.0,1.0,29.0
Winter 18/19,Basak Can-Unsang MPA,42.67,6,19.22,7.85,22.49,62.84,34.82,50.51,33.17,6,13.61,5.56,18.88,47.45,27.61,38.72,14.5,6,5.75,2.35,8.46,20.54,12.15,16.85,201.0,6,150.05,61.26,43.53,358.47,139.74,262.26,486.5,6,347.34,141.8,121.99,851.01,344.7,628.3,777.83,6,481.14,196.43,272.9,1282.76,581.41,974.26,83.34,6,85.68,34.98,0.0,173.25,48.36,118.32,651.5,6,442.37,180.59,187.27,1115.73,470.91,832.09,45.44,6,30.79,12.57,13.13,77.75,32.87,58.01,46,6,7.67,28.0,2.0,14.0,37.0,2.0,18.5,32.0,2.0,16.0
Winter 18/19,Guinsuan MPA,53.0,6,26.42,10.79,25.27,80.73,42.21,63.79,60.67,6,29.95,12.23,29.23,92.1,48.44,72.89,30.17,6,18.38,7.5,10.88,49.45,22.66,37.67,85.0,6,56.38,23.02,25.84,144.16,61.98,108.02,231.5,6,240.33,98.12,0.0,483.71,133.38,329.62,460.33,6,293.58,119.85,152.24,768.42,340.48,580.19,21.19,6,13.99,5.71,6.51,35.88,15.48,26.9,306.83,6,224.97,91.84,70.75,542.92,214.99,398.68,14.77,6,9.8,4.0,4.49,25.05,10.77,18.77,34,6,5.67,26.0,2.0,13.0,28.0,2.0,14.0,20.0,2.0,10.0
Winter 18/19,Lutoban North MPA,26.0,7,14.74,5.57,12.37,39.63,20.43,31.57,23.43,7,12.03,4.55,12.31,34.55,18.88,27.97,20.14,7,2.91,1.1,17.45,22.84,19.04,21.24,49.29,7,75.24,28.44,0.0,118.87,20.85,77.72,59.57,7,55.42,20.95,8.31,110.83,38.62,80.52,178.43,7,73.93,27.94,110.05,246.8,150.49,206.37,12.92,7,10.82,4.09,2.92,22.92,8.83,17.01,99.29,7,78.44,29.65,26.74,171.83,69.64,128.93,9.75,7,11.29,4.27,0.0,20.19,5.49,14.02,34,7,4.86,22.0,2.0,11.0,25.0,2.0,12.5,22.0,3.0,7.33
Winter 18/19,Kookoos,28.33,6,11.22,4.58,16.56,40.11,23.75,32.91,32.33,6,20.59,8.41,10.73,53.94,23.93,40.74,19.17,6,6.05,2.47,12.82,25.51,16.7,21.64,18.17,6,9.3,3.8,8.4,27.93,14.37,21.97,67.0,6,30.85,12.6,34.62,99.38,54.4,79.6,165.0,6,54.88,22.4,107.41,222.59,142.6,187.4,8.11,6,3.03,1.24,4.94,11.29,6.88,9.35,59.33,6,21.43,8.75,36.85,81.82,50.59,68.08,3.54,6,1.4,0.57,2.07,5.01,2.96,4.11,35,6,5.83,21.0,2.0,10.5,20.0,2.0,10.0,24.0,2.0,12.0
Winter 18/19,Maluay Malatapay MPA,33.17,6,14.41,5.88,18.04,48.29,27.28,39.05,31.5,6,10.33,4.22,20.66,42.34,27.28,35.72,17.83,6,12.32,5.03,4.9,30.76,12.8,22.86,107.33,6,214.74,87.67,0.0,332.69,19.67,195.0,173.5,6,145.59,59.44,20.71,326.29,114.06,232.94,363.33,6,344.22,140.53,2.1,724.57,222.81,503.86,31.79,6,29.11,11.88,1.25,62.34,19.91,43.68,281.0,6,329.97,134.71,0.0,627.28,146.29,415.71,29.22,6,29.07,11.87,0.0,59.72,17.35,41.09,42,6,7.0,26.0,2.0,13.0,30.0,2.0,15.0,26.0,2.0,13.0
Winter 18/19,Lutoban Pier,19.29,7,10.72,4.05,9.37,29.2,15.23,23.34,17.0,7,8.62,3.26,9.03,24.97,13.74,20.26,14.86,7,11.44,4.32,4.28,25.43,10.53,19.18,98.71,7,138.97,52.53,0.0,227.24,46.19,151.24,92.71,7,120.28,45.46,0.0,203.95,47.25,138.17,242.57,7,231.0,87.31,28.93,456.21,155.26,329.88,12.74,7,16.51,6.24,0.0,28.01,6.5,18.98,101.29,7,128.23,48.47,0.0,219.88,52.82,149.75,3.5,7,4.04,1.53,0.0,7.24,1.97,5.03,30,7,4.29,17.0,3.0,5.67,17.0,2.0,8.5,25.0,2.0,12.5
Spring 2019,Lutoban Pier,17.82,11,16.07,4.84,7.02,28.61,12.97,22.66,8.82,11,7.99,2.41,3.45,14.18,6.41,11.23,13.18,11,15.86,4.78,2.53,23.84,8.4,17.96,58.64,11,76.01,22.92,7.57,109.7,35.72,81.55,210.36,11,377.27,113.75,0.0,463.81,96.61,324.11,308.82,11,407.93,122.99,34.77,582.87,185.82,431.81,12.3,11,13.44,4.05,3.27,21.33,8.25,16.35,216.64,11,375.59,113.25,0.0,468.96,103.39,329.88,8.74,11,12.01,3.62,0.67,16.8,5.12,12.36,37,11,3.36,27.0,3.0,9.0,27.0,6.0,4.5,27.0,2.0,13.5
Spring 2019,Guinsuan MPA,49.62,8,31.9,11.28,22.95,76.3,38.35,60.9,49.75,8,36.94,13.06,18.87,80.63,36.69,62.81,25.75,8,26.03,9.2,3.99,47.51,16.55,34.95,48.38,8,31.83,11.25,21.77,74.98,37.12,59.63,194.88,8,334.56,118.29,0.0,474.58,76.59,313.16,368.38,8,423.33,149.67,14.47,722.28,218.71,518.04,13.15,8,17.07,6.03,0.0,27.42,7.12,19.19,244.75,8,362.04,128.0,0.0,547.43,116.75,372.75,9.88,8,14.81,5.23,0.0,22.26,4.65,15.12,36,8,4.5,19.0,2.0,9.5,33.0,3.0,11.0,25.0,3.0,8.33
Spring 2019,Kookoos,22.83,12,9.54,2.75,16.77,28.9,20.08,25.59,13.83,12,6.91,2.0,9.44,18.23,11.84,15.83,11.5,12,5.05,1.46,8.29,14.71,10.04,12.96,24.08,12,16.66,4.81,13.49,34.67,19.27,28.89,74.5,12,53.43,15.42,40.55,108.45,59.08,89.92,146.75,12,55.33,15.97,111.59,181.91,130.78,162.72,5.22,12,1.98,0.57,3.97,6.48,4.65,5.8,63.33,12,50.44,14.56,31.28,95.38,48.77,77.89,2.67,12,1.45,0.42,1.75,3.59,2.25,3.09,41,12,3.42,27.0,4.0,6.75,27.0,4.0,6.75,26.0,4.0,6.5
Spring 2019,Lutoban North MPA,25.73,11,11.85,3.57,17.77,33.69,22.15,29.3,23.55,11,12.27,3.7,15.3,31.79,19.84,27.25,9.91,11,4.91,1.48,6.61,13.21,8.43,11.39,29.45,11,19.02,5.74,16.67,42.23,23.72,35.19,73.09,11,71.06,21.42,25.35,120.83,51.67,94.52,161.73,11,85.61,25.81,104.21,219.24,135.91,187.54,6.22,11,6.06,1.83,2.15,10.29,4.39,8.05,78.55,11,73.87,22.27,28.92,128.18,56.27,100.82,4.29,11,5.33,1.61,0.71,7.87,2.68,5.9,39,11,3.55,30.0,4.0,7.5,27.0,4.0,6.75,23.0,3.0,7.67
Spring 2019,Salag MPA,30.0,8,19.93,7.05,13.34,46.66,22.95,37.05,36.5,8,17.53,6.2,21.85,51.15,30.3,42.7,9.25,8,4.56,1.61,5.44,13.06,7.64,10.86,58.0,8,49.14,17.37,16.92,99.08,40.63,75.37,153.88,8,112.23,39.68,60.05,247.7,114.19,193.56,287.62,8,124.65,44.07,183.42,391.83,243.56,331.69,20.58,8,19.27,6.81,4.47,36.7,13.77,27.4,138.88,8,104.19,36.84,51.77,225.98,102.04,175.71,8.84,8,8.81,3.11,1.48,16.21,5.73,11.96,49,8,6.12,32.0,3.0,10.67,41.0,3.0,13.67,23.0,2.0,11.5
Spring 2019,Dalakit MPA,66.0,1,,,,,,,94.0,1,,,,,,,63.0,1,,,,,,,175.0,1,,,,,,,205.0,1,,,,,,,603.0,1,,,,,,,44.59,1,,,,,,,199.0,1,,,,,,,24.02,1,,,,,,,33,1,33.0,33.0,1.0,33.0,,,,,,
Spring 2019,Basak Can-Unsang MPA,25.6,10,12.55,3.97,16.63,34.57,21.63,29.57,35.6,10,36.91,11.67,9.19,62.01,23.93,47.27,11.7,10,10.53,3.33,4.17,19.23,8.37,15.03,81.9,10,42.49,13.44,51.51,112.29,68.46,95.34,231.8,10,336.77,106.49,0.0,472.71,125.31,338.29,386.6,10,337.97,106.88,144.83,628.37,279.72,493.48,24.89,10,18.8,5.95,11.44,38.34,18.95,30.84,303.4,10,349.29,110.45,53.54,553.26,192.95,413.85,18.05,10,20.15,6.37,3.63,32.46,11.67,24.42,51,10,5.1,34.0,3.0,11.33,35.0,3.0,11.67,30.0,4.0,7.5
Spring 2019,Maluay Malatapay MPA,14.5,10,9.63,3.05,7.61,21.39,11.45,17.55,16.9,10,14.39,4.55,6.6,27.2,12.35,21.45,13.3,10,8.25,2.61,7.4,19.2,10.69,15.91,124.2,10,233.27,73.77,0.0,291.07,50.43,197.97,276.3,10,371.94,117.62,10.23,542.37,158.68,393.92,445.2,10,566.43,179.12,40.0,850.4,266.08,624.32,10.57,10,16.5,5.22,0.0,22.37,5.35,15.79,375.4,10,582.94,184.34,0.0,792.41,191.06,559.74,9.1,10,16.68,5.28,0.0,21.03,3.82,14.38,48,10,4.8,31.0,4.0,7.75,34.0,3.0,11.33,28.0,3.0,9.33
Spring 2019,Andulay MPA,55.67,6,25.22,10.29,29.2,82.13,45.37,65.96,36.33,6,13.94,5.69,21.71,50.96,30.64,42.02,47.5,6,14.02,5.73,32.78,62.22,41.77,53.23,76.33,6,19.52,7.97,55.85,96.82,68.36,84.3,292.67,6,212.14,86.6,70.04,515.29,206.06,379.27,508.5,6,244.38,99.77,252.04,764.96,408.73,608.27,25.38,6,15.91,6.49,8.69,42.07,18.89,31.87,245.33,6,186.85,76.28,49.25,441.42,169.05,321.61,18.11,6,11.91,4.86,5.61,30.61,13.25,22.97,41,6,6.83,27.0,2.0,13.5,29.0,2.0,14.5,32.0,2.0,16.0
Spring 2019,Antulang,39.62,8,30.74,10.87,13.92,65.33,28.76,50.49,31.12,8,14.94,5.28,18.63,43.62,25.84,36.41,25.75,8,21.92,7.75,7.42,44.08,18.0,33.5,39.75,8,47.49,16.79,0.04,79.46,22.96,56.54,309.25,8,326.51,115.44,36.28,582.22,193.81,424.69,445.5,8,365.05,129.07,140.31,750.69,316.43,574.57,14.46,8,14.59,5.16,2.26,26.65,9.3,19.62,268.38,8,316.33,111.84,3.92,532.83,156.54,380.21,10.97,8,14.09,4.98,0.0,22.75,5.99,15.96,44,8,5.5,28.0,2.0,14.0,33.0,3.0,11.0,27.0,3.0,9.0
Summer 2019,Kookoos,47.62,8,9.72,3.44,39.5,55.75,44.19,51.06,34.12,8,13.42,4.75,22.9,45.35,29.38,38.87,36.25,8,14.1,4.98,24.46,48.04,31.27,41.23,65.75,8,42.52,15.03,30.2,101.3,50.72,80.78,338.62,8,436.06,154.17,0.0,703.18,184.45,492.8,522.38,8,471.92,166.85,127.84,916.91,355.53,689.22,24.58,8,27.02,9.55,1.99,47.17,15.03,34.14,337.5,8,460.72,162.89,0.0,722.67,174.61,500.39,17.75,8,25.46,9.0,0.0,39.03,8.74,26.75,41,8,5.12,24.0,3.0,8.0,33.0,2.0,16.5,30.0,3.0,10.0
Summer 2019,Guinsuan MPA,44.5,8,30.79,10.89,18.76,70.24,33.61,55.39,34.62,8,25.3,8.94,13.48,55.77,25.68,43.57,22.0,8,15.66,5.54,8.91,35.09,16.46,27.54,62.0,8,40.04,14.16,28.52,95.48,47.84,76.16,50.25,8,45.86,16.21,11.91,88.59,34.04,66.46,213.38,8,97.88,34.61,131.55,295.2,178.77,247.98,11.64,8,10.32,3.65,3.01,20.26,7.99,15.29,93.75,8,60.85,21.51,42.88,144.62,72.24,115.26,8.31,8,8.78,3.11,0.97,15.66,5.21,11.42,46,8,5.75,20.0,1.0,20.0,37.0,4.0,9.25,27.0,3.0,9.0
Summer 2019,Dalakit MPA,52.0,2,0.0,0.0,52.0,52.0,52.0,52.0,83.0,2,0.0,0.0,83.0,83.0,83.0,83.0,52.0,2,0.0,0.0,52.0,52.0,52.0,52.0,225.0,2,0.0,0.0,225.0,225.0,225.0,225.0,205.0,2,0.0,0.0,205.0,205.0,205.0,205.0,617.0,2,0.0,0.0,617.0,617.0,617.0,617.0,58.93,2,0.0,0.0,58.93,58.93,58.93,58.93,147.0,2,0.0,0.0,147.0,147.0,147.0,147.0,27.46,2,0.0,0.0,27.46,27.46,27.46,27.46,29,2,14.5,29.0,2.0,14.5,,,,,,
Summer 2019,Lutoban North MPA,42.57,7,17.05,6.44,26.81,58.34,36.13,49.01,40.71,7,20.77,7.85,21.51,59.92,32.87,48.56,19.71,7,4.15,1.57,15.87,23.55,18.15,21.28,35.29,7,9.2,3.48,26.78,43.79,31.81,38.76,159.71,7,168.56,63.71,3.82,315.61,96.0,223.42,298.0,7,164.93,62.34,145.47,450.53,235.66,360.34,11.6,7,8.76,3.31,3.51,19.7,8.29,14.91,170.86,7,168.54,63.7,14.98,326.73,107.15,234.56,7.45,7,6.62,2.5,1.33,13.58,4.95,9.96,39,7,5.57,26.0,3.0,8.67,30.0,2.0,15.0,22.0,2.0,11.0
Summer 2019,Lutoban Pier,24.0,8,17.56,6.21,9.32,38.68,17.79,30.21,19.0,8,24.26,8.58,0.0,39.28,10.42,27.58,18.38,8,7.19,2.54,12.36,24.39,15.83,20.92,88.5,8,48.52,17.15,47.94,129.06,71.35,105.65,190.5,8,205.97,72.82,18.3,362.7,117.68,263.32,340.38,8,266.44,94.2,117.62,563.13,246.17,434.58,18.86,8,14.21,5.02,6.98,30.74,13.84,23.89,217.5,8,213.1,75.34,39.35,395.65,142.16,292.84,12.38,8,12.95,4.58,1.55,23.2,7.8,16.95,39,8,4.88,25.0,3.0,8.33,28.0,2.0,14.0,26.0,3.0,8.67
Summer 2019,Salag MPA,40.67,6,20.73,8.46,18.91,62.42,32.2,49.13,29.33,6,14.09,5.75,14.54,44.13,23.58,35.09,12.83,6,6.97,2.85,5.52,20.15,9.99,15.68,40.5,6,24.87,10.15,14.4,66.6,30.35,50.65,224.5,6,177.93,72.64,37.78,411.22,151.86,297.14,347.83,6,226.05,92.29,110.6,585.06,255.55,440.12,20.77,6,15.37,6.27,4.64,36.9,14.49,27.04,212.5,6,179.06,73.1,24.59,400.41,139.4,285.6,11.23,6,9.02,3.68,1.77,20.7,7.55,14.91,38,6,6.33,26.0,2.0,13.0,28.0,2.0,14.0,25.0,2.0,12.5
Summer 2019,Basak Can-Unsang MPA,49.67,6,19.16,7.82,29.56,69.77,41.85,57.49,56.67,6,35.86,14.64,19.03,94.3,42.03,71.31,24.0,6,18.29,7.47,4.81,43.19,16.53,31.47,324.33,6,237.84,97.1,74.73,573.93,227.23,421.43,879.33,6,563.19,229.92,288.3,1470.36,649.41,1109.25,1334.0,6,796.06,324.99,498.58,2169.42,1009.01,1658.99,130.4,6,94.89,38.74,30.81,229.99,91.66,169.14,978.0,6,751.27,306.7,189.59,1766.41,671.3,1284.7,71.99,6,53.19,21.71,16.18,127.81,50.28,93.71,54,6,9.0,31.0,2.0,15.5,45.0,2.0,22.5,36.0,2.0,18.0
Summer 2019,Antulang,38.0,8,13.27,4.69,26.91,49.09,33.31,42.69,25.75,8,13.95,4.93,14.09,37.41,20.82,30.68,30.38,8,13.66,4.83,18.96,41.79,25.55,35.2,38.62,8,26.99,9.54,16.06,61.19,29.08,48.17,332.88,8,273.29,96.62,104.4,561.35,236.25,429.5,465.62,8,322.57,114.04,195.95,735.3,351.58,579.67,14.16,8,12.32,4.36,3.86,24.46,9.81,18.52,239.38,8,245.55,86.82,34.09,444.66,152.56,326.19,10.25,8,10.57,3.74,1.41,19.09,6.51,13.99,39,8,4.88,23.0,4.0,5.75,24.0,2.0,12.0,31.0,2.0,15.5
Summer 2019,Andulay MPA,40.22,9,33.77,11.26,14.26,66.18,28.96,51.48,28.89,9,19.9,6.63,13.59,44.19,22.25,35.52,45.22,9,30.58,10.19,21.72,68.73,35.03,55.42,60.33,9,56.47,18.82,16.92,103.74,41.51,79.16,184.89,9,150.97,50.32,68.84,300.94,134.57,235.21,359.56,9,236.35,78.78,177.88,541.23,280.77,438.34,14.33,9,12.51,4.17,4.72,23.94,10.16,18.5,145.0,9,153.43,51.14,27.06,262.94,93.86,196.14,9.16,9,10.3,3.43,1.24,17.08,5.73,12.59,48,9,5.33,34.0,2.0,17.0,35.0,4.0,8.75,31.0,3.0,10.33
Summer 2019,Maluay Malatapay MPA,29.0,7,19.29,7.29,11.16,46.84,21.71,36.29,35.43,7,14.68,5.55,21.85,49.01,29.88,40.98,42.43,7,10.44,3.95,32.78,52.08,38.48,46.37,36.86,7,10.17,3.84,27.45,46.26,33.01,40.7,368.0,7,323.7,122.35,68.63,667.37,245.65,490.35,511.71,7,337.7,127.64,199.39,824.04,384.07,639.35,18.61,7,14.87,5.62,4.85,32.36,12.99,24.23,356.71,7,350.0,132.29,33.01,680.41,224.42,489.0,15.34,7,15.46,5.84,1.04,29.63,9.5,21.18,42,7,6.0,28.0,2.0,14.0,32.0,3.0,10.67,28.0,2.0,14.0
Autumn 2019,Andulay MPA,23.7,10,20.09,6.35,9.33,38.07,17.35,30.05,19.7,10,13.7,4.33,9.9,29.5,15.37,24.03,17.0,10,9.9,3.13,9.92,24.08,13.87,20.13,39.8,10,34.55,10.93,15.08,64.52,28.87,50.73,85.6,10,154.71,48.92,0.0,196.27,36.68,134.52,185.8,10,173.34,54.82,61.8,309.8,130.98,240.62,3.59,10,1.71,0.54,2.36,4.81,3.05,4.13,82.8,10,155.8,49.27,0.0,194.25,33.53,132.07,1.95,10,1.34,0.42,0.99,2.9,1.52,2.37,36,10,3.6,26.0,3.0,8.67,24.0,4.0,6.0,27.0,3.0,9.0
Autumn 2019,Antulang,22.22,9,12.78,4.26,12.4,32.05,17.96,26.48,25.22,9,11.39,3.8,16.47,33.98,21.43,29.02,18.11,9,12.86,4.29,8.23,28.0,13.82,22.4,25.11,9,28.27,9.42,3.38,46.84,15.69,34.53,63.11,9,81.08,27.03,0.78,125.44,36.08,90.14,153.78,9,128.03,42.68,55.37,252.19,111.1,196.45,3.25,9,3.66,1.22,0.44,6.06,2.03,4.47,74.11,9,77.77,25.92,14.33,133.89,48.19,100.03,1.95,9,2.43,0.81,0.08,3.82,1.14,2.76,32,9,3.56,18.0,3.0,6.0,21.0,3.0,7.0,25.0,3.0,8.33
Autumn 2019,Basak Can-Unsang MPA,26.33,9,24.78,8.26,7.29,45.38,18.07,34.59,38.78,9,32.01,10.67,14.17,63.38,28.11,49.45,11.0,9,8.87,2.96,4.18,17.82,8.04,13.96,48.44,9,58.91,19.64,3.16,93.73,28.81,68.08,45.11,9,52.48,17.49,4.77,85.45,27.62,62.61,169.67,9,155.71,51.9,49.98,289.36,117.76,221.57,9.89,9,15.37,5.12,0.0,21.71,4.77,15.02,87.0,9,79.06,26.35,26.23,147.77,60.65,113.35,3.86,9,4.05,1.35,0.74,6.98,2.51,5.21,44,9,4.89,28.0,3.0,9.33,30.0,3.0,10.0,37.0,3.0,12.33
Autumn 2019,Dalakit MPA,15.33,3,13.87,8.01,0.0,49.78,7.33,23.34,54.67,3,27.02,15.6,0.0,121.8,39.06,70.27,9.33,3,8.33,4.81,0.0,30.02,4.53,14.14,30.33,3,6.11,3.53,15.16,45.51,26.81,33.86,130.33,3,114.86,66.31,0.0,415.66,64.02,196.65,240.0,3,129.94,75.02,0.0,562.78,164.98,315.02,7.74,3,1.35,0.78,4.4,11.08,6.96,8.51,146.33,3,80.53,46.49,0.0,346.37,99.84,192.82,2.92,3,0.05,0.03,2.8,3.04,2.89,2.95,27,3,9.0,27.0,3.0,9.0,,,,,,
Autumn 2019,Guinsuan MPA,29.0,10,33.87,10.71,4.77,53.23,18.29,39.71,63.5,10,55.02,17.4,24.14,102.86,46.1,80.9,17.9,10,15.91,5.03,6.52,29.28,12.87,22.93,20.8,10,16.42,5.19,9.05,32.55,15.61,25.99,64.8,10,75.65,23.92,10.69,118.91,40.88,88.72,196.0,10,146.42,46.3,91.26,300.74,149.7,242.3,3.84,10,3.89,1.23,1.06,6.62,2.61,5.07,91.4,10,83.32,26.35,31.8,151.0,65.05,117.75,2.14,10,3.53,1.12,0.0,4.67,1.03,3.26,38,10,3.8,23.0,2.0,11.5,31.0,3.0,10.33,31.0,5.0,6.2
Autumn 2019,Lutoban South MPA,47.6,5,12.66,5.66,31.88,63.32,41.94,53.26,46.6,5,39.4,17.62,0.0,95.52,28.98,64.22,32.4,5,13.87,6.2,15.18,49.62,26.2,38.6,24.4,5,15.37,6.87,5.31,43.49,17.53,31.27,142.0,5,106.09,47.44,10.28,273.72,94.56,189.44,293.0,5,87.62,39.18,184.21,401.79,253.82,332.18,8.49,5,7.06,3.16,0.0,17.26,5.33,11.65,157.4,5,93.87,41.98,40.84,273.96,115.42,199.38,6.16,5,6.36,2.84,0.0,14.05,3.32,9.0,32,5,6.4,17.0,1.0,17.0,24.0,2.0,12.0,26.0,2.0,13.0
Autumn 2019,Kookoos,28.7,10,8.78,2.78,22.42,34.98,25.92,31.48,20.9,10,8.92,2.82,14.52,27.28,18.08,23.72,18.3,10,6.55,2.07,13.61,22.99,16.23,20.37,23.2,10,11.06,3.5,15.29,31.11,19.7,26.7,114.2,10,80.4,25.43,56.68,171.72,88.77,139.63,205.3,10,81.72,25.84,146.84,263.76,179.46,231.14,4.99,10,2.11,0.67,3.47,6.5,4.32,5.65,74.8,10,46.85,14.82,41.29,108.31,59.98,89.62,2.32,10,2.19,0.69,0.75,3.89,1.62,3.01,37,10,3.7,23.0,3.0,7.67,29.0,4.0,7.25,28.0,3.0,9.33
Autumn 2019,Lutoban Pier,36.0,6,17.85,7.29,17.26,54.74,28.71,43.29,27.33,6,9.31,3.8,17.56,37.1,23.53,31.13,25.83,6,8.61,3.52,16.8,34.87,22.32,29.35,80.83,6,98.53,40.23,0.0,184.24,40.61,121.06,208.0,6,227.72,92.97,0.0,446.98,115.03,300.97,378.0,6,207.88,84.87,159.84,596.16,293.13,462.87,21.91,6,20.58,8.4,0.31,43.5,13.5,30.31,205.0,6,237.09,96.79,0.0,453.82,108.21,301.79,11.15,6,14.44,5.9,0.0,26.31,5.26,17.05,32,6,5.33,23.0,2.0,11.5,26.0,2.0,13.0,25.0,2.0,12.5
Autumn 2019,Lutoban North MPA,23.19,16,8.05,2.01,18.9,27.48,21.17,25.2,26.81,16,25.63,6.41,13.16,40.47,20.41,33.22,14.19,16,9.37,2.34,9.2,19.18,11.85,16.53,18.38,16,12.97,3.24,11.46,25.29,15.13,21.62,90.0,16,123.42,30.86,24.23,155.77,59.14,120.86,172.56,16,142.31,35.58,96.73,248.4,136.98,208.14,5.31,16,5.55,1.39,2.35,8.27,3.92,6.7,83.5,16,91.6,22.9,34.69,132.31,60.6,106.4,3.59,16,4.87,1.22,1.0,6.19,2.38,4.81,39,16,2.44,27.0,6.0,4.5,33.0,6.0,5.5,25.0,4.0,6.25
Autumn 2019,Salag MPA,8.08,12,5.78,1.67,4.41,11.75,6.42,9.75,23.92,12,10.0,2.89,17.57,30.27,21.03,26.8,3.67,12,2.02,0.58,2.39,4.95,3.08,4.25,15.25,12,11.69,3.37,7.82,22.68,11.88,18.62,42.67,12,35.07,10.12,20.39,64.95,32.54,52.79,93.58,12,47.3,13.65,63.53,123.64,79.93,107.24,4.26,12,2.98,0.86,2.37,6.16,3.4,5.13,42.67,12,33.7,9.73,21.25,64.08,32.94,52.4,2.53,12,2.03,0.59,1.24,3.82,1.95,3.12,35,12,2.92,21.0,3.0,7.0,30.0,5.0,6.0,25.0,4.0,6.25
Autumn 2019,Maluay Malatapay MPA,9.6,20,12.1,2.71,3.94,15.26,6.89,12.31,19.85,20,20.25,4.53,10.37,29.33,15.32,24.38,11.55,20,12.03,2.69,5.92,17.18,8.86,14.24,13.25,20,19.51,4.36,4.12,22.38,8.89,17.61,163.2,20,289.77,64.79,27.58,298.82,98.41,227.99,217.45,20,324.39,72.53,65.63,369.27,144.92,289.98,5.23,20,8.44,1.89,1.28,9.18,3.34,7.12,136.3,20,201.1,44.97,42.18,230.42,91.33,181.27,4.24,20,8.07,1.8,0.46,8.02,2.43,6.04,37,20,1.85,28.0,4.0,7.0,31.0,6.0,5.17,27.0,10.0,2.7
Winter 19/20,Andulay MPA,43.43,7,30.97,11.71,14.78,72.07,31.72,55.14,22.86,7,7.67,2.9,15.76,29.95,19.96,25.76,42.71,7,13.43,5.07,30.3,55.13,37.64,47.79,75.57,7,21.99,8.31,55.23,95.91,67.26,83.88,223.14,7,144.93,54.78,89.11,357.18,168.37,277.92,407.71,7,155.22,58.67,264.16,551.27,349.05,466.38,18.81,7,6.41,2.42,12.88,24.74,16.39,21.23,157.57,7,133.38,50.41,34.21,280.93,107.16,207.99,11.14,7,5.23,1.98,6.3,15.98,9.17,13.12,52,7,7.43,33.0,2.0,16.5,42.0,3.0,14.0,35.0,2.0,17.5
