Date,Site,Corallivore Density,Detritivore Density,Omnivore Density,Carnivore Density,Herbivore Density,Commercial Biomass,Total Biomass
2022-05-20,Latason MPA,11.75,14.25,21.5,24.75,583.0,12766.112775371877,44677.067520845965
2022-08-24,Latason MPA,23.25,22.25,19.25,100.25,720.25,19536.89899840773,45711.71321067264
2022-09-20,Latason MPA,13.75,19.0,12.25,68.75,801.0,14607.407244946735,52844.30580765434
2022-11-07,Latason MPA,13.0,7.25,18.0,22.0,298.0,3452.1290898183915,18934.83570691978
2022-12-14,Latason MPA,17.0,20.0,19.0,59.0,679.5,25696.433647895723,40906.32688445346
2023-02-24,Latason MPA,18.0,12.5,14.0,32.5,577.5,7851.369945488889,40217.450482200744
2023-03-14,Latason MPA,3.25,5.75,5.0,10.5,244.25,10839.510262358315,30779.662502658684
2023-05-03,Latason MPA,10.75,8.25,8.75,25.25,196.75,3969.9778203569895,20125.215333248707
2023-05-17,Latason MPA,15.5,20.0,24.0,56.5,969.0,11189.69460336412,39559.8795431857
2023-07-31,Latason MPA,5.75,3.25,6.5,28.0,202.25,11281.676038142969,17455.801150484
2023-08-12,Latason MPA,4.666666666666667,7.333333333333333,13.0,26.0,353.6666666666667,9980.59162668259,19381.301479802532
2023-08-18,Latason MPA,5.25,14.5,4.75,10.25,190.75,7513.019010079005,14049.092609505458
2023-10-06,Latason MPA,18.333333333333332,14.0,6.666666666666667,23.333333333333332,502.6666666666667,30279.954274381587,44129.877351028386
2023-11-17,Latason MPA,17.666666666666668,23.0,14.666666666666666,75.33333333333333,472.3333333333333,9879.45914687523,40092.47796193097
2023-12-05,Latason MPA,18.5,16.5,18.5,21.5,1057.0,34329.07222030758,47907.726441441686
2024-01-16,Latason MPA,1.0,6.0,9.0,24.0,192.0,1424.9071810271098,6142.081892732616
2024-02-20,Latason MPA,2.5,5.0,5.0,16.5,89.5,906.019715113441,8512.117924978407
2024-02-24,Latason MPA,19.0,9.666666666666666,12.0,76.0,630.6666666666666,29673.718343915534,58507.47305220726
2024-03-13,Latason MPA,11.0,11.5,7.5,78.5,359.5,1758.4975326601614,11262.798592397725
2024-03-29,Latason MPA,23.5,34.5,21.5,62.5,682.5,8765.121695189027,64686.691902991035
2024-04-24,Latason MPA,24.0,11.0,12.0,115.0,287.0,8336.494139400525,12876.711166218529
2024-06-19,Latason MPA,4.0,7.0,5.0,26.0,240.0,188.22880276866462,2020.4354966653884
2024-07-12,Latason MPA,9.5,16.0,15.5,63.0,1219.5,88181.82563554733,97942.79817564563
2024-08-22,Latason MPA,8.0,14.333333333333334,8.333333333333334,53.0,238.66666666666666,1674.3435058413033,12185.528002032852
2024-09-28,Latason MPA,19.5,16.5,22.0,129.0,807.0,6742.05120177366,25526.690228717103
2024-10-31,Latason MPA,13.666666666666666,24.333333333333332,13.666666666666666,22.333333333333332,506.3333333333333,34798.07884046041,51024.43637131654
2024-11-29,Latason MPA,6.5,9.5,14.5,28.5,228.5,1594.4977553473975,6924.27610774515
2024-12-14,Latason MPA,5.25,7.0,8.0,17.5,342.0,1686.6411220164937,16713.906766328673
2025-01-11,Latason MPA,6.0,7.75,7.5,15.75,234.75,4526.325780380712,14433.932713364531
2025-02-07,Latason MPA,15.0,4.666666666666667,10.333333333333334,15.0,427.6666666666667,2931.4379919275225,20754.21985371843
2025-02-26,Latason MPA,7.0,8.0,6.0,12.0,390.0,6457.310483724322,9850.414455476066
2025-02-27,Latason MPA,10.0,14.0,5.0,25.0,176.0,1311.6355218107878,4066.1586370241794
2025-03-31,Latason MPA,2.3333333333333335,8.0,8.0,26.333333333333332,177.0,14055.177447837097,19892.448357900415
2025-04-02,Latason MPA,3.5,3.5,7.5,5.5,231.0,779.1237000696905,5338.8752873205
2025-04-17,Latason MPA,14.0,4.0,11.0,30.0,277.0,1676.4158960773568,6083.526104946302
2025-04-30,Latason MPA,6.666666666666667,6.666666666666667,12.333333333333334,53.0,318.3333333333333,15556.457087872086,28201.904232521363
